date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:34:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:34:58%20GMT	https://www.wimcycle.com/product?filter_category=sepeda-bmx	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product1159	(from https://www.wimcycle.com/)
15:34:58	98817/98817	---MCZ	200	added ('OK')	text/html	etag:%22bc9360c17806be1a646568e996144ef0%22	https://www.wimcycle.com/produk/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/index.html	(from https://www.wimcycle.com/)
15:34:58	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	etag:%227029066c27ac6f5ef18d660d5741979a%22	https://www.wimcycle.com/produk/sepeda-bmx	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-bmx	(from https://www.wimcycle.com/)
15:34:59	98936/98936	---MCZ	200	added ('OK')	text/html	etag:%22d95d023977eba98017b60ca0e08cf316%22	https://www.wimcycle.com/produk/sepeda-bmx/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-bmx/index.html	(from https://www.wimcycle.com/)
15:34:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:34:59%20GMT	https://www.wimcycle.com/product?filter_category=sepeda-anak	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/productc630	(from https://www.wimcycle.com/)
15:35:00	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	etag:%227029066c27ac6f5ef18d660d5741979a%22	https://www.wimcycle.com/produk/sepeda-anak	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak	(from https://www.wimcycle.com/)
15:35:00	99205/99205	---MCZ	200	added ('OK')	text/html	etag:%22d0c91c49de4c1b5c575e020986860797%22	https://www.wimcycle.com/produk/sepeda-anak/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/index.html	(from https://www.wimcycle.com/)
15:35:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:35:00%20GMT	https://www.wimcycle.com/product?filter_category=sepeda-mtb	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/producted29	(from https://www.wimcycle.com/)
15:35:01	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	etag:%227029066c27ac6f5ef18d660d5741979a%22	https://www.wimcycle.com/produk/sepeda-mtb	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-mtb	(from https://www.wimcycle.com/)
15:35:01	92703/92703	---MCZ	200	added ('OK')	text/html	etag:%22f3972e0bfbf96690e3bb0c5557f8ba73%22	https://www.wimcycle.com/produk/sepeda-mtb/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-mtb/index.html	(from https://www.wimcycle.com/)
15:35:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:35:01%20GMT	https://www.wimcycle.com/product?filter_category=sepeda-lipat	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product41a9	(from https://www.wimcycle.com/)
15:35:02	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	etag:%227029066c27ac6f5ef18d660d5741979a%22	https://www.wimcycle.com/produk/sepeda-lipat	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-lipat	(from https://www.wimcycle.com/)
15:35:02	79116/79116	---MCZ	200	added ('OK')	text/html	etag:%22befb2f4bb5a25b89ffd5b9c6d623e838%22	https://www.wimcycle.com/produk/sepeda-lipat/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-lipat/index.html	(from https://www.wimcycle.com/)
15:35:02	392180/392180	---M--	200	added ('OK')	image/jpeg	etag:%2267aaaeed-5fbf4%22	https://www.wimcycle.com/wp-content/uploads/2025/02/dekstop-web.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2025/02/dekstop-web7ac3.jpg	(from https://www.wimcycle.com/)
15:35:03	296622/296622	---M--	200	added ('OK')	image/jpeg	etag:%22671110a9-486ae%22	https://www.wimcycle.com/wp-content/uploads/2024/10/MicrosoftTeams-image-174.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2024/10/MicrosoftTeams-image-1747ac3.jpg	(from https://www.wimcycle.com/)
15:35:03	385570/385570	---M--	200	added ('OK')	image/jpeg	etag:%22653b30e6-5e222%22	https://www.wimcycle.com/wp-content/uploads/2023/10/web-banner-bmx-bigfoot-roaddekstop-slide.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2023/10/web-banner-bmx-bigfoot-roaddekstop-slide7ac3.jpg	(from https://www.wimcycle.com/)
15:35:18	76380/76380	---MCZ	200	added ('OK')	text/html	etag:%22385edb0f5313678eb7223fa455755bfd%22	https://www.wimcycle.com/kontak-kami/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/kontak-kami/index.html	(from https://www.wimcycle.com/)
15:35:32	83610/83610	---MCZ	200	added ('OK')	text/html	etag:%22df899fd07d3b20169820493c2295256c%22	https://www.wimcycle.com/garansi/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/garansi/index.html	(from https://www.wimcycle.com/)
15:35:46	72409/72409	---MCZ	200	added ('OK')	text/html	etag:%220656ed9a9e3bf60b817acb9c20fa01c8%22	https://www.wimcycle.com/panduan-ukuran-sepeda/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/panduan-ukuran-sepeda/index.html	(from https://www.wimcycle.com/)
15:35:46	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	etag:%227029066c27ac6f5ef18d660d5741979a%22	https://www.wimcycle.com/event	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/event.20.delayed	(from https://www.wimcycle.com/)
15:36:03	67763/67763	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Apr%202025%2008:35:19%20GMT	https://www.wimcycle.com/registrasi-sepeda/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/registrasi-sepeda/index.html	(from https://www.wimcycle.com/)
15:36:23	79829/79829	---MCZ	200	added ('OK')	text/html	etag:%22f701c806fd1ea61d695f8ef947d40cb1%22	https://www.wimcycle.com/produk/sepeda-anak/bmx-dragster-oki-nirmala-18/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/bmx-dragster-oki-nirmala-18/index.html	(from https://www.wimcycle.com/)
15:36:23	91588/91588	---MCZ	200	added ('OK')	text/html	etag:%2288e48b70a4c295c9fd7216022ef6fdc0%22	https://www.wimcycle.com/blog/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/blog/index.html	(from https://www.wimcycle.com/)
15:36:38	71116/71116	---MCZ	200	added ('OK')	text/html	etag:%2275ce7fc99f144d4f0cb98126feab157d%22	https://www.wimcycle.com/wimmers-fun-day/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wimmers-fun-day/index.html	(from https://www.wimcycle.com/)
15:36:40	0/0	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Apr%202025%2008:36:38%20GMT	https://www.wimcycle.com/wp-content/plugins/page-view-counter/wordpress-pageview-counter/pv-counter.php	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/plugins/page-view-counter/wordpress-pageview-counter/pv-counter.html	(from https://www.wimcycle.com/)
15:36:40	62842/62842	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Apr%202025%2008:36:39%20GMT	https://www.wimcycle.com/perlengkapan-yang-perlu-di-persiapkan-sebelum-bersepeda/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/perlengkapan-yang-perlu-di-persiapkan-sebelum-bersepeda/index.html	(from https://www.wimcycle.com/)
15:36:58	79771/79771	---MCZ	200	added ('OK')	text/html	etag:%227ce4ea045d8811d027aef29277d7ba1f%22	https://www.wimcycle.com/produk/sepeda-bmx/bmx-firebird-18/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-bmx/bmx-firebird-18/index.html	(from https://www.wimcycle.com/)
15:37:16	81308/81308	---MCZ	200	added ('OK')	text/html	etag:%225262e83bb241e796abc6e5453d74dce2%22	https://www.wimcycle.com/produk/sepeda-bmx/bmx-big-foot-road-20/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-bmx/bmx-big-foot-road-20/index.html	(from https://www.wimcycle.com/)
15:37:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:36:40%20GMT	https://www.wimcycle.com/product/?filter_category=kids	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product/indexd9e5.html	(from https://www.wimcycle.com/)
15:37:17	62842/62842	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Apr%202025%2008:36:41%20GMT	https://www.wimcycle.com/POST	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/POST	(from https://www.wimcycle.com/)
15:37:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:37:18%20GMT	https://www.wimcycle.com/product/?filter_category=bmx	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product/indexd642.html	(from https://www.wimcycle.com/)
15:37:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:37:18%20GMT	https://www.wimcycle.com/product/?filter_category=ctb	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product/indexd8ec.html	(from https://www.wimcycle.com/)
15:37:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:37:18%20GMT	https://www.wimcycle.com/product/?filter_category=mtb	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product/index0f3d.html	(from https://www.wimcycle.com/)
15:37:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Apr%202025%2008:37:18%20GMT	https://www.wimcycle.com/product/?filter_category=folding-bike	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/product/index597f.html	(from https://www.wimcycle.com/)
15:37:27	12652/12652	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263bf7b66-316c%22	https://www.wimcycle.com/wp-content/plugins/contact-form-7/includes/js/index.js?x30018&ver=5.7.2	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/plugins/contact-form-7/includes/js/indexde66.js	(from https://www.wimcycle.com/)
15:37:28	41953/41953	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee9d7aa-a3e1%22	https://www.wimcycle.com/wp-content/themes/wimcycle/assets/js/slick.min.js?x30018&ver=1.0	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/themes/wimcycle/assets/js/slick.min3301.js	(from https://www.wimcycle.com/)
15:37:28	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	etag:%227029066c27ac6f5ef18d660d5741979a%22	https://www.wimcycle.com/sepeda/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/sepeda/index.html	(from https://www.wimcycle.com/)
15:37:28	1136/1136	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639ad560-470%22	https://www.wimcycle.com/wp-content/themes/wimcycle/assets/js/img-observer.min.js?x30018&ver=1.0	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/themes/wimcycle/assets/js/img-observer.min3301.js	(from https://www.wimcycle.com/)
15:37:28	6808/6808	---MCZ	200	added ('OK')	application/javascript	etag:W/%226530a924-1a98%22	https://www.wimcycle.com/wp-content/themes/wimcycle/assets/js/main.min.js?x30018&ver=1.0	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/themes/wimcycle/assets/js/main.min3301.js	(from https://www.wimcycle.com/)
15:37:28	61795/61795	---MCZ	200	added ('OK')	text/css	etag:W/%22639bd18b-f163%22	https://www.wimcycle.com/wp-content/themes/wimcycle/assets/css/main.min.css?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/themes/wimcycle/assets/css/main.min7ac3.css	(from https://www.wimcycle.com/)
15:37:38	1854/1854	---MCZ	200	added ('OK')	text/css	etag:W/%225eec9dfd-73e%22	https://www.wimcycle.com/wp-content/themes/wimcycle/assets/css/fonts.min.css?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/themes/wimcycle/assets/css/fonts.min7ac3.css	(from https://www.wimcycle.com/)
15:37:40	22139/22139	---M--	200	added ('OK')	image/jpeg	etag:%2267e22cfc-567b%22	https://www.wimcycle.com/wp-content/uploads/2025/03/MY25-FIXIE-MUSE-20-WHITE-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2025/03/MY25-FIXIE-MUSE-20-WHITE-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
15:37:40	18162/18162	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22262c9eeeaf233f5f3cbce59275b11ab0%22	https://www.wimcycle.com/produk/feed/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/feed/index.html	(from https://www.wimcycle.com/produk/)
15:37:59	77837/77837	---MCZ	200	added ('OK')	text/html	etag:%220627e5f64a3b3ee6760a1809f8b294c3%22	https://www.wimcycle.com/produk/sepeda-anak/fixie-muse-20/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/fixie-muse-20/index.html	(from https://www.wimcycle.com/produk/)
15:38:18	77784/77784	---MCZ	200	added ('OK')	text/html	etag:%2294864f716d1192e42893547c5104c493%22	https://www.wimcycle.com/produk/sepeda-anak/bronco-burn-18/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/bronco-burn-18/index.html	(from https://www.wimcycle.com/produk/)
15:38:18	23252/23252	---M--	200	added ('OK')	image/jpeg	etag:%2267c567ee-5ad4%22	https://www.wimcycle.com/wp-content/uploads/2025/03/MY25-WIMCYCLE-BMX-NEO-TATA-12x7.5-YELLOW-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2025/03/MY25-WIMCYCLE-BMX-NEO-TATA-12x7.5-YELLOW-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
15:38:36	81214/81214	---MCZ	200	added ('OK')	text/html	etag:%2231462af6f26cdb64d40150fb807444a0%22	https://www.wimcycle.com/produk/sepeda-anak/neo-balita-12/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/neo-balita-12/index.html	(from https://www.wimcycle.com/produk/)
15:38:36	19065/19065	---M--	200	added ('OK')	image/jpeg	etag:%2267c55685-4a79%22	https://www.wimcycle.com/wp-content/uploads/2025/03/MY25-WIMCYLE-ELENA-BEAR-PINK-18-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2025/03/MY25-WIMCYLE-ELENA-BEAR-PINK-18-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
15:38:55	79593/79593	---MCZ	200	added ('OK')	text/html	etag:%227ea1c673e81e00ef6f7152ff1b983b8e%22	https://www.wimcycle.com/produk/ctb/elena-bear-16/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/ctb/elena-bear-16/index.html	(from https://www.wimcycle.com/produk/)
15:38:55	22211/22211	---M--	200	added ('OK')	image/jpeg	etag:%2267b44380-56c3%22	https://www.wimcycle.com/wp-content/uploads/2025/02/MY25-ELENA-LOVE-LIGHT-GREY-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2025/02/MY25-ELENA-LOVE-LIGHT-GREY-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
15:39:13	79370/79370	---MCZ	200	added ('OK')	text/html	etag:%22c77e3013d528fe71252f0073d0cd8cf4%22	https://www.wimcycle.com/produk/ctb/elena-love-20/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/ctb/elena-love-20/index.html	(from https://www.wimcycle.com/produk/)
15:39:14	21002/21002	---M--	200	added ('OK')	image/jpeg	etag:%22675bd9bf-520a%22	https://www.wimcycle.com/wp-content/uploads/2024/12/MY25-WIMCYCLE-ELENA20-STRAWBERRY-CREAM-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2024/12/MY25-WIMCYCLE-ELENA20-STRAWBERRY-CREAM-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
15:39:36	79868/79868	---MCZ	200	added ('OK')	text/html	etag:%2274258318978ef1302d11dc072a9c8819%22	https://www.wimcycle.com/produk/sepeda-anak/elena-strawberry-20/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/elena-strawberry-20/index.html	(from https://www.wimcycle.com/produk/)
15:39:37	18257/18257	---M--	200	added ('OK')	image/jpeg	etag:%226757fcf3-4751%22	https://www.wimcycle.com/wp-content/uploads/2024/12/MY25-WIMCYCLE-COBALT16-SUPERMOTO-BLUE-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2024/12/MY25-WIMCYCLE-COBALT16-SUPERMOTO-BLUE-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
15:39:57	79661/79661	---MCZ	200	added ('OK')	text/html	etag:%2216eab74387353bd833dd8f59764c4481%22	https://www.wimcycle.com/produk/sepeda-anak/bmx-cobalt-super-moto-16/	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/produk/sepeda-anak/bmx-cobalt-super-moto-16/index.html	(from https://www.wimcycle.com/produk/)
15:39:57	17056/17056	---M--	200	added ('OK')	image/jpeg	etag:%2267501985-42a0%22	https://www.wimcycle.com/wp-content/uploads/2024/12/MY23-ELENA-STRAWBERRY-WHITE-P-467x350.jpg?x30018	C:/Users/Administrator/Documents/projek%20web/wmcweb/www.wimcycle.com/wp-content/uploads/2024/12/MY23-ELENA-STRAWBERRY-WHITE-P-467x3507ac3.jpg	(from https://www.wimcycle.com/produk/)
